Chapter,Prompt,Option A,Option B,Option C,Option D,Correct Answer,Explanation,DOK Level,TEKS,Source,URL of diagram,Alternate Text to describe the image,Environmentally Themed Question?,Description
8.1.2,"If an object is at rest, does it possess energy?","No, it does not possess any energy.","Yes, it likely possesses kinetic energy.","Yes, it likely possesses potential energy.",,C,"Even when an object is at rest, it can still possess potential energy. For example, an object held above the ground has potential energy due to gravity.",2,General Chapter Question,ChatGPT -,,,,Chapter 8.1.2 -- DOK 2 -- TEKS General Chapter Question
8.1.2,How does the energy of an object change when it comes to a complete stop?,"The kinetic energy becomes zero, but potential energy may still be present.",Both kinetic and potential energy become zero.,"The potential energy becomes zero, but kinetic energy may still be present.",The energy remains constant.,A,"When an object comes to a complete stop, its kinetic energy becomes zero. However, it may still possess potential energy if it is elevated above a reference point.",2,General Chapter Question,ChatGPT -,,,,Chapter 8.1.2 -- DOK 2 -- TEKS General Chapter Question
8.1.2,A toy car and a real car are both moving at the same speed. Which of the following statements about their kinetic energy is true?,The toy car has more kinetic energy because it is smaller.,The real car has more kinetic energy because it is heavier.,Both cars have the same kinetic energy because they are moving at the same speed.,It is impossible to determine which car has more kinetic energy without knowing their masses.,B,Kinetic energy depends on both speed and mass. The real car has more kinetic energy because it is heavier.,3,General Chapter Question,GreenCopilot for Kinetic Energy,,,,Chapter 8.1.2 -- DOK 3 -- TEKS General Chapter Question
8.1.2,A ping-pong ball and a golf ball are about the same size but a ping-pong ball is much lighter. Is there a situation where the golf ball could crash into a window and bounce off but a ping-pong ball has enough energy to break the window?,No. The golf ball has more mass so it will always have more energy.,"Yes, if the ping-pong ball is going slower than the golf ball.","Yes, if the golf ball is going slower than the ping-pong ball.",,C,"Kinetic energy depends on both speed and mass. Since the mass of the golf ball is bigger, it will have more energy when the two balls are moving the same speed. But if the ping-pong ball is moving fast enough, it can have more kinetic energy than the golf ball.",3,General Chapter Question,Matt's question based on Green Co-Pilot,,,,Chapter 8.1.2 -- DOK 3 -- TEKS General Chapter Question
8.1.2,A baseball pitcher can throw a baseball and a softball at 80 mph even though the softball weighs more. Will the pitcher use more energy throwing baseballs or softballs?,It will be the same because it is the same motion every time.,It will be the same because the balls are going the same speed every time.,The baseball because it is lighter.,The softball because it is heavier.,D,"The heavier softball has more kinetic energy when it is moving 80 mph than a lighter weight baseball going 80 mph. Since all the energy to get the ball moving came from the baseball player, the player will get more tired throwing the softball.",3,General Chapter Question,"Matt's question based on Green Co-Pilot for ""kinetic energy and getting tired throwing things""",,,,Chapter 8.1.2 -- DOK 3 -- TEKS General Chapter Question
8.1.2,A baseball pitcher can throw a baseball at 80 mph or 95 mph. Will the pitcher use more energy throwing the ball at 80 mph or 95 mph?,It will be the same because it is the same motion every time.,It will be the same because the ball has the same mass every time.,85 mph because that is slower.,95 mph because that is faster.,D,"The energy of the ball in motion depends on its speed and mass. The 95 mph ball has more speed and therefore more kinetic energy than the same ball thrown more slowly. Since all the energy to get the ball moving came from the baseball player, the player will get more tired throwing the 95 mph ball.",3,General Chapter Question,"Matt's question based on Green Co-Pilot for ""kinetic energy and getting tired throwing things""",,,,Chapter 8.1.2 -- DOK 3 -- TEKS General Chapter Question
8.1.2,"A car is driving down the road at a constant speed. Suddenly, the driver applies the brakes and the car comes to a stop. What happens to the kinetic energy of the car?",Kinetic energy increases,Kinetic energy decreases,Kinetic energy stays the same,Kinetic energy fluctuates,B,"When the car applies the brakes and comes to a stop, its speed decreases. Kinetic energy is directly proportional to the square of an object's velocity. Since the velocity decreases, the kinetic energy decreases as well.",2,General Chapter Question,Green Copilot for Factors that affect a vehicle's kinetic energy,,,,Chapter 8.1.2 -- DOK 2 -- TEKS General Chapter Question
8.1.2,"Two cars, Car A and Car B, are traveling at the same speed on a straight road. Car A has a mass of 1000 kg, while Car B has a mass of 2000 kg. Which car has more kinetic energy?",Car A,Car B,Both cars have the same kinetic energy,It cannot be determined from the given information,A,"Kinetic energy depends on both speed and mass. Since both cars are traveling at the same speed, the car with the larger mass (Car B) will have more kinetic energy. In this case, Car A has a smaller mass, so it will have less kinetic energy than Car B.",2,General Chapter Question,Green Copilot for Factors that affect a vehicle's kinetic energy,,,,Chapter 8.1.2 -- DOK 2 -- TEKS General Chapter Question
8.1.2,A roller coaster car speeds up and down ramps along a track. Does its kinetic energy change?,"No, because the mass of the car always stays the same.","No, because the speed of the car always stays the same.","Yes, because the mass of the car changes.","Yes, because the speed of the car changes.",D,Kinetic energy depends on both speed and mass. A roller coaster changes its speed constantly.,2,General Chapter Question,Green Copilot for Factors that affect a vehicle's kinetic energy,,,,Chapter 8.1.2 -- DOK 2 -- TEKS General Chapter Question
8.1.2,"Two cars are driving on the highway at the same speed, but one is a small car and the other is a bigger car that has twice the mass. Which has more kinetic energy?",,The small car has four times the kinetic energy as the big car.,The big car has twice the kinetic energy as the small car.,The big car has four times the kinetic energy as the small car.,C,"Kinetic energy is directly proportional to the mass of the car. If you double the mass, you double the kinetic energy.",3,General Chapter Question,"ChatGPT - ""If you double the mass, what happens to the kinetic energy? Or if you double the speed, what happens to the kinetic energy?""",,,,Chapter 8.1.2 -- DOK 3 -- TEKS General Chapter Question
8.1.2,"A bicycle has a certain amount of kinetic energy. If the cyclist speeds up to twice the speed, what happens to their kinetic energy?",Remains the same,Quadruples,Doubles,Halves,A,"Kinetic energy is directly proportional to the square of the velocity. If you double the speed, you quadruple the kinetic energy according to the formula KE = 0.5 * mass * velocity^2.",3,General Chapter Question,"ChatGPT - ""If you double the mass, what happens to the kinetic energy? Or if you double the speed, what happens to the kinetic energy?""",,,,Chapter 8.1.2 -- DOK 3 -- TEKS General Chapter Question
8.1.2,A shopping cart in a parking lot starts rolling towards a car at 2 miles per hour. A person runs to stop the cart and is able to slow the cart down to 1 mile per hour but not stop it before it crashes into a car and makes a dent. How much more damage would the cart have caused if it was moving at the full 2 miles per hour?,The damage would have been the same because both carts were moving.,The damage would have been the same because the mass of the cart did not change.,The damage would have been twice as bad because the cart was going twice the speed.,The damage would have been four times as bad because the cart was going twice the speed.,D,"Kinetic energy is directly proportional to the square of the velocity. If you double the speed, you quadruple the kinetic energy according to the formula KE = 0.5 * mass * velocity^2.",3,General Chapter Question,Matt's question based on ChatGPT questions,,,,Chapter 8.1.2 -- DOK 3 -- TEKS General Chapter Question
